,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,company_name,model_name,mileage (kmpl),engine (cc),max_power (bhp)
4353,2019,480000,7600,0,0,0,1,5.0,maruti,celerio x zxi bsiv,21.63,998.0,67.0
4354,2019,490000,7000,0,0,0,1,5.0,maruti,celerio x zxi bsiv,21.63,998.0,67.0
4355,2007,150000,120000,1,0,0,2,5.0,tata,indigo lx,17.0,1405.0,70.0
4356,2017,600000,50000,1,0,0,1,5.0,tata,bolt quadrajet xm,22.95,1248.0,74.0
4357,2015,500000,50000,1,0,0,2,5.0,hyundai,xcent 1.1 crdi sx option,24.4,1120.0,71.0
4358,2015,425000,80000,1,0,0,1,5.0,tata,zest quadrajet 1.3 anniversary edition,23.0,1248.0,88.7
4359,2003,108000,200000,1,0,0,2,5.0,hyundai,accent dls,13.1,1493.0,82.0
4360,2015,1030000,190000,1,0,0,1,7.0,toyota,innova 2.5 zx diesel 7 seater bsiii,12.99,2494.0,100.6
4361,2015,360000,34000,0,0,0,1,5.0,maruti,wagon r vxi optional,20.51,998.0,67.04
4362,2012,290000,80000,0,0,0,2,5.0,volkswagen,polo petrol comfortline 1.2l,16.47,1198.0,73.9
4363,2011,400000,72000,1,0,0,1,5.0,maruti,swift vdi,22.9,1248.0,74.0
4364,2003,70000,20000,1,0,0,1,5.0,maruti,esteem di,15.9,1527.0,57.0
4365,2012,320000,70000,1,0,0,2,7.0,tata,sumo cx,15.3,2956.0,83.8
4366,2019,975000,30000,1,0,0,1,5.0,ford,ecosport 1.5 diesel titanium bsiv,23.0,1498.0,98.96
4367,2019,1227000,5000,0,0,1,1,5.0,honda,city i-vtec cvt zx,18.0,1497.0,117.6
4368,2014,755000,29340,1,0,0,1,5.0,hyundai,verna 1.6 sx crdi (o),22.32,1582.0,126.32
4369,2011,215000,120000,1,0,0,1,5.0,ford,figo diesel lxi,20.0,1399.0,68.0
4370,2011,735000,200000,1,0,0,2,7.0,toyota,innova 2.5 g4 diesel 7-seater,12.8,2494.0,102.0
4371,2007,190000,70000,0,0,0,2,5.0,hyundai,i10 era,19.81,1086.0,68.05
4372,2014,1365000,80800,1,0,0,2,8.0,toyota,innova 2.5 vx (diesel) 8 seater,12.99,2494.0,100.6
4373,2018,675000,24265,0,1,0,1,5.0,honda,jazz 1.2 vx i vtec,18.7,1199.0,88.7
4374,2014,438999,81000,1,1,0,1,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
4375,2015,550000,240000,1,0,0,1,7.0,renault,lodgy stepway 110ps rxz 7s,19.98,1461.0,108.5
4376,2013,409999,35000,0,0,0,1,5.0,maruti,swift dzire vxi,19.1,1197.0,85.8
4377,2019,350000,15000,0,0,0,1,5.0,renault,kwid rxt optional,25.17,799.0,53.3
4378,2012,135000,49000,1,0,0,3,5.0,chevrolet,beat diesel,25.44,936.0,57.6
4379,2016,1490000,56900,1,0,0,2,8.0,toyota,innova crysta 2.4 gx mt 8s bsiv,13.68,2393.0,147.8
4380,2014,520000,70000,1,0,0,2,5.0,maruti,swift vdi bsiv,25.2,1248.0,74.0
4381,2010,315000,180000,1,0,0,1,5.0,maruti,swift dzire vdi,19.3,1248.0,73.9
4382,2010,235000,50000,0,0,0,1,5.0,maruti,a-star lxi,19.0,998.0,66.1
4383,2005,80500,50000,0,0,0,3,5.0,hyundai,accent gle,13.2,1495.0,94.0
4384,2013,375000,88200,1,0,0,1,5.0,maruti,ritz vdi,23.2,1248.0,73.94
4385,2006,189000,93000,0,0,0,2,5.0,maruti,swift vxi bsiv,16.1,1197.0,85.0
4386,2017,550000,120000,1,0,0,1,5.0,honda,amaze e option i-dtec,25.8,1498.0,98.6
4387,2011,260000,110000,1,0,0,2,5.0,ford,fiesta exi 1.4 tdci ltd,17.8,1399.0,68.0
4388,2016,650000,50000,1,0,1,2,5.0,maruti,swift dzire amt zdi,26.59,1248.0,74.0
4389,2013,480000,80000,1,0,0,1,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
4390,2016,700000,40000,1,0,0,1,5.0,hyundai,i20 asta option 1.4 crdi,22.54,1396.0,88.73
4391,2015,650000,110000,1,0,0,3,7.0,maruti,ertiga vdi,20.77,1248.0,88.76
4392,2015,1300000,48000,1,0,0,2,5.0,hyundai,creta 1.6 crdi sx plus dual tone,19.67,1582.0,126.2
4393,2016,1350000,97000,1,0,1,1,5.0,volkswagen,jetta 2.0l tdi highline at,16.96,1968.0,138.03
4394,2016,1000000,60000,1,0,1,1,5.0,volkswagen,vento 1.5 tdi highline at,22.15,1498.0,108.6
4395,2011,1700000,110000,1,0,1,3,5.0,mercedes-benz,m-class ml 350 4matic,0.0,2987.0,165.0
4396,2018,1080000,12800,0,0,1,1,5.0,toyota,yaris v cvt bsiv,17.8,1496.0,105.5
4397,2012,170000,40000,0,0,0,1,5.0,hyundai,eon d lite,21.1,814.0,55.2
4398,2017,610000,49000,1,0,0,1,5.0,maruti,swift ddis vdi,28.4,1248.0,74.0
4399,2014,350000,25000,0,0,0,1,5.0,maruti,ritz vxi,18.5,1197.0,85.8
4400,2016,260000,65000,0,0,0,2,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
4401,2015,700000,20000,1,0,0,1,5.0,fiat,linea 1.3 multijet emotion,20.4,1248.0,91.7
4402,2018,678000,17000,0,0,0,1,5.0,volkswagen,polo 2015-2019 1.0 mpi highline plus,18.78,999.0,75.0
4403,2015,800000,15000,1,0,0,1,5.0,maruti,sx4 s cross 2015-2017 ddis 200 zeta,23.65,1248.0,88.5
4404,2014,400000,120000,1,0,0,2,5.0,toyota,etios gd,23.59,1364.0,67.04
4405,2010,300000,49000,0,0,0,1,5.0,hyundai,i20 magna,18.5,1197.0,80.0
4406,2016,520000,29000,0,0,0,1,5.0,hyundai,i20 2015-2017 magna 1.2,18.6,1197.0,81.83
4407,2017,850000,55000,1,0,1,1,5.0,nissan,terrano xv d premium amt,19.61,1461.0,108.5
4408,2015,300000,40000,0,0,0,1,5.0,maruti,alto k10 vxi,23.95,998.0,67.05
4409,2010,350000,120000,0,0,0,2,5.0,honda,city 1.5 s inspire,17.0,1497.0,118.0
4410,2019,892000,10000,1,0,0,1,5.0,maruti,vitara brezza zdi,24.3,1248.0,88.5
4411,2012,285000,70000,1,0,0,2,5.0,fiat,grande punto sport 90bhp,20.3,1248.0,92.0
4412,2012,300000,60000,3,0,0,1,5.0,hyundai,i10 magna lpg,19.2,1086.0,68.05
4413,2016,620000,90000,1,0,0,1,5.0,maruti,ciaz vdi shvs,28.09,1248.0,88.5
4414,2017,750000,90000,1,0,0,1,5.0,maruti,vitara brezza zdi,24.3,1248.0,88.5
4415,2016,270000,35000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
4416,2014,560000,90000,1,0,0,1,7.0,maruti,ertiga zdi,20.77,1248.0,88.8
4417,2012,300000,40000,0,0,0,2,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
4418,2012,300000,40000,0,0,0,2,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
4419,2018,570000,20000,0,0,0,1,5.0,hyundai,grand i10 1.2 kappa sportz dual tone,18.9,1197.0,81.86
4420,2011,220000,80000,1,0,0,1,5.0,tata,indigo cs elx bs iv,23.03,1396.0,69.0
4421,2012,260000,99000,0,0,0,2,5.0,maruti,sx4 vxi bsiv,15.5,1586.0,103.3
4422,2019,600000,7500,0,0,1,1,5.0,maruti,swift amt vxi,21.21,1197.0,81.8
4423,2015,80000,60000,0,0,0,1,4.0,tata,nano xe,23.9,624.0,37.48
4424,2016,300000,40800,0,0,0,1,5.0,hyundai,eon magna plus,21.1,814.0,55.2
4425,2015,300000,70000,0,0,0,1,5.0,tata,zest revotron 1.2t xm,17.57,1193.0,88.7
4426,2016,400000,100000,0,0,0,1,5.0,mahindra,kuv 100 mfalcon g80 k8 5str,18.15,1198.0,82.0
4427,2016,550000,8588,0,0,0,1,5.0,maruti,swift vxi bsiv,22.0,1197.0,81.8
4428,2019,1200000,40000,1,0,0,1,5.0,honda,city i-dtec v,25.6,1498.0,97.9
4429,2015,500000,60000,1,0,0,1,5.0,ford,figo 1.5d trend mt,25.83,1498.0,99.0
4430,2005,93000,80000,0,0,0,3,5.0,maruti,esteem vxi - bsiii,15.9,1298.0,85.0
4431,2014,500000,110000,1,0,0,1,5.0,honda,city i dtec sv,26.0,1498.0,98.6
4432,2018,670000,150000,1,0,0,1,5.0,toyota,platinum etios 1.4 gxd,23.59,1364.0,67.05
4433,2012,750000,120000,1,0,0,2,7.0,toyota,innova 2.5 vx 7 str,12.8,2494.0,102.0
4434,2017,370000,30000,0,0,0,1,5.0,maruti,alto k10 vxi,23.95,998.0,67.05
4435,2012,100000,70000,0,0,0,2,4.0,maruti,800 std,16.1,796.0,37.0
4436,2016,425000,50000,0,0,0,1,5.0,hyundai,i10 sportz 1.1l,19.81,1086.0,68.05
4437,2006,370000,305000,1,0,0,4,8.0,toyota,innova 2.5 v diesel 8-seater,12.8,2494.0,102.0
4438,2009,229999,212000,1,0,0,3,7.0,tata,new safari dicor 2.2 ex 4x2,11.57,2179.0,138.1
4439,2016,850000,35000,1,0,0,1,7.0,maruti,ertiga shvs vdi,24.52,1248.0,88.5
4440,2018,750000,22000,1,0,0,1,5.0,mahindra,verito 1.5 d4 bsiv,21.03,1461.0,65.0
4441,2010,235000,50000,1,0,0,1,14.0,tata,winger deluxe - flat roof (non-ac),10.71,1948.0,90.0
4442,2017,700000,70000,1,0,0,1,5.0,honda,wr-v i-dtec s,25.5,1498.0,98.6
4443,2016,480000,56000,1,0,0,1,5.0,hyundai,grand i10 crdi magna,24.0,1120.0,70.0
4444,2016,475000,50000,1,0,0,1,5.0,tata,zest quadrajet 1.3 75ps xm,22.95,1248.0,74.0
4445,2015,610000,120000,1,0,0,1,5.0,skoda,rapid 1.5 tdi ambition,21.14,1498.0,103.52
4446,2011,650000,120000,1,0,0,2,8.0,toyota,innova 2.5 g4 diesel 8-seater,12.8,2494.0,102.0
4447,2017,800000,70000,1,0,0,1,5.0,honda,wr-v i-dtec s,25.5,1498.0,98.6
4448,2015,520000,120000,1,0,0,1,7.0,tata,new safari dicor 2.2 ex 4x2,11.57,2179.0,138.1
4449,2014,160000,90000,1,0,0,1,5.0,tata,indica v2 els,25.0,1396.0,69.0
4450,2018,1000000,70000,1,0,0,1,5.0,maruti,s-cross 2017-2020 zeta ddis 200 sh,25.1,1248.0,88.5
4451,2015,700000,120000,1,0,0,2,7.0,maruti,ertiga vdi,20.77,1248.0,88.76
4452,2017,590000,70000,1,0,0,2,5.0,honda,amaze s i-dtec,25.8,1498.0,98.6
4453,2002,140000,80000,0,0,0,2,5.0,maruti,wagon r vxi,18.9,998.0,67.1
4454,2017,725000,100000,1,0,0,2,7.0,mahindra,tuv 300 mhawk100 t8,18.49,1493.0,100.0
4455,2017,1680000,157000,1,0,0,1,7.0,toyota,innova crysta 2.4 zx mt bsiv,13.68,2393.0,147.8
4456,2015,550000,50000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
4457,2012,240000,90000,1,0,0,2,5.0,maruti,ritz vdi,23.2,1248.0,73.94
4458,2013,667000,65000,1,0,0,1,7.0,chevrolet,captiva 2.2 lt,14.6,2231.0,184.0
4459,2017,670000,50000,1,0,0,1,5.0,honda,jazz 1.5 s i dtec,27.3,1498.0,98.6
4460,2015,550000,110000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
4461,2015,400000,30000,0,0,0,1,5.0,maruti,celerio zxi,23.1,998.0,67.04
4462,2014,545000,80000,1,0,0,2,5.0,hyundai,verna 1.6 sx,22.32,1582.0,126.32
4463,2015,599000,70000,0,0,0,1,7.0,maruti,ertiga lxi,16.02,1373.0,93.7
4464,2016,725000,100000,1,0,0,1,5.0,hyundai,creta 1.4 crdi s,21.38,1396.0,88.7
4465,2015,525000,120000,0,0,0,2,5.0,honda,city i vtec v,17.4,1497.0,117.3
4466,2011,204999,85000,1,0,0,2,5.0,maruti,ritz vdi,21.1,1248.0,73.9
4467,2012,190000,110000,1,0,0,1,5.0,skoda,fabia scout 1.2 tdi,21.0,1199.0,75.0
4468,2015,310000,60000,1,0,0,4,5.0,hyundai,grand i10 crdi sportz,24.0,1120.0,70.0
4469,2016,380000,90000,1,0,0,2,5.0,hyundai,grand i10 crdi sportz,24.0,1120.0,70.0
4470,2012,204000,110000,0,0,0,3,5.0,maruti,alto k10 2010-2014 vxi,20.92,998.0,67.1
4471,2018,350000,25000,0,0,0,1,5.0,hyundai,eon 1.0 era plus,20.3,998.0,68.05
4472,2013,350000,100000,1,0,0,1,5.0,volkswagen,vento diesel highline,20.54,1598.0,103.6
4473,2012,175000,120000,1,0,0,2,5.0,ford,figo diesel titanium,20.0,1399.0,68.0
4474,2011,340000,90000,1,0,0,1,5.0,volkswagen,vento diesel highline,20.54,1598.0,103.6
4475,2017,950000,35000,0,0,0,1,5.0,honda,city i-vtec vx,17.4,1497.0,117.6
4476,2017,894999,35000,0,0,0,1,5.0,honda,city i vtec v,17.8,1497.0,117.3
4477,2014,350000,101200,1,0,0,2,7.0,tata,sumo gold ex,15.3,2956.0,83.83
4478,2005,100000,90000,0,0,0,2,5.0,tata,indigo glx,12.8,1396.0,85.0
4479,2016,550000,76000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
4480,2004,100000,60000,1,0,0,3,5.0,tata,indigo lx,16.1,1405.0,70.0
4481,2016,800000,90000,1,0,0,1,7.0,mahindra,xuv500 w6 2wd,16.0,2179.0,140.0
4482,2013,525000,80000,1,0,0,2,7.0,mahindra,bolero 2011-2019 zlx bsiii,15.96,2523.0,62.1
4483,2008,500000,179150,1,0,0,2,7.0,tata,new safari dicor 2.2 ex 4x2,11.57,2179.0,138.1
4484,2003,42000,62000,0,0,0,1,4.0,maruti,800 std mpfi,16.1,796.0,37.0
4485,2009,190000,160000,0,0,0,3,5.0,maruti,swift dzire 1.2 lxi bsiv,17.5,1197.0,85.8
4486,2019,694000,35000,1,0,0,1,5.0,maruti,swift dzire vdi,28.4,1248.0,74.02
4487,2016,861999,120000,1,0,1,1,7.0,mahindra,xuv500 at w6 2wd,16.0,2179.0,140.0
4488,2017,650000,50000,1,0,0,1,5.0,honda,amaze sx i-dtec,25.8,1498.0,98.6
4489,2011,310000,70000,1,0,0,2,5.0,maruti,swift dzire zdi,19.3,1248.0,73.9
4490,2013,360000,97000,1,0,0,1,5.0,maruti,swift vdi,22.9,1248.0,74.0
4491,2011,240000,90000,1,0,0,2,5.0,maruti,swift dzire ldi,19.3,1248.0,73.9
4492,2012,500000,84487,1,0,0,4,7.0,mahindra,xuv500 w8 awd,15.1,2179.0,140.0
4493,2010,475000,100000,1,0,0,2,7.0,toyota,innova 2.5 gx 7 str,12.8,2494.0,102.0
4494,2007,100000,60000,0,0,0,3,5.0,maruti,alto lx,19.7,796.0,46.3
4495,2009,200000,110000,0,0,0,3,5.0,maruti,sx4 zxi bsiii,15.0,1586.0,104.68
4496,2006,430000,264000,1,0,0,1,8.0,toyota,innova 2.5 g2,12.8,2494.0,102.0
4497,2010,245000,146000,1,0,0,4,7.0,mahindra,xylo e4 bs iv,14.0,2498.0,112.0
4498,2014,450000,70000,1,0,0,1,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
4499,2017,800000,51146,1,0,0,1,5.0,maruti,vitara brezza vdi option,24.3,1248.0,88.5
4500,2011,215000,40000,0,0,0,1,5.0,maruti,ritz lxi,21.1,1197.0,85.8
4501,2017,760000,50000,1,0,0,1,5.0,maruti,vitara brezza vdi option,24.3,1248.0,88.5
4502,2015,416000,80000,1,0,0,1,5.0,volkswagen,polo 1.5 tdi comfortline,20.14,1498.0,88.8
4503,2011,195000,120000,0,0,0,1,5.0,maruti,wagon r lxi bsiii,18.9,998.0,67.1
4504,2017,325000,23000,0,0,0,1,5.0,maruti,alto 800 vxi,24.7,796.0,47.3
4505,2010,145000,70000,0,0,0,2,5.0,maruti,alto k10 lxi,20.92,998.0,67.1
4506,2018,675000,23000,1,0,0,1,5.0,maruti,swift vdi,28.4,1248.0,74.0
4507,2016,340000,30000,0,0,0,2,5.0,maruti,wagon r vxi optional,20.51,998.0,67.04
4508,2011,340000,50000,1,0,0,1,5.0,tata,manza aura plus quadrajet bs iv,19.0,1248.0,90.0
4509,2014,260000,40000,0,0,0,1,5.0,maruti,omni mpi std bsiv,16.8,796.0,34.2
4510,2015,300000,50000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
4511,2007,75000,60000,0,0,0,2,4.0,maruti,800 ac,16.1,796.0,37.0
4512,2011,350000,80000,1,0,0,1,5.0,tata,indica vista tdi lx,19.4,1405.0,70.0
4513,2019,1000000,15000,0,0,0,1,6.0,maruti,xl6 alpha,19.01,1462.0,103.2
4514,2010,170000,150000,1,0,0,3,5.0,tata,manza aura (abs) quadrajet bs iv,21.12,1248.0,88.8
4515,2018,600000,40000,0,0,0,1,5.0,maruti,swift dzire tour s cng,19.0,1197.0,85.8
4516,2010,800000,25000,0,0,1,1,5.0,honda,city 1.5 v at,16.8,1497.0,118.0
4517,2018,850000,120000,1,0,0,2,7.0,force,one ex,17.0,2650.0,80.84
4518,2014,980000,120000,1,0,0,2,7.0,mahindra,xuv500 w6 2wd,15.1,2179.0,140.0
4519,2011,850000,298000,1,0,0,2,7.0,ford,endeavour 2.5l 4x2,13.1,2499.0,141.0
4520,2012,340000,270000,1,0,0,3,7.0,tata,sumo gold gx bsiii,14.07,2956.0,68.4
4521,2018,900000,50000,1,0,1,2,5.0,maruti,vitara brezza zdi amt,24.3,1248.0,88.5
4522,2010,310000,120000,1,0,0,2,5.0,maruti,swift dzire vdi,19.3,1248.0,73.9
4523,2013,600000,60000,1,0,0,3,7.0,maruti,ertiga zdi,20.77,1248.0,88.8
4524,2008,270000,149000,1,0,0,2,5.0,maruti,swift dzire zdi,19.3,1248.0,73.9
4525,2019,509999,5000,0,0,0,1,5.0,hyundai,santro sportz bsiv,20.3,1086.0,68.0
4526,2013,225000,70000,1,0,0,2,5.0,tata,indica vista tdi lx,19.4,1405.0,70.0
4527,2015,280000,55000,0,0,0,1,5.0,hyundai,i10 magna,20.36,1197.0,78.9
4528,2016,490000,100000,1,0,0,1,5.0,tata,tiago 1.05 revotorq xz wo alloy,27.28,1047.0,69.0
4529,2013,440000,120000,1,0,0,1,9.0,mahindra,bolero 2011-2019 plus ac,15.96,2523.0,62.1
4530,2014,500000,291977,1,0,0,1,7.0,tata,safari storme ex,14.0,2179.0,138.1
4531,2005,476999,85000,0,0,0,3,5.0,honda,cr-v 2.4l 4wd,11.1,2354.0,158.8
4532,2015,590000,70000,0,0,0,3,5.0,hyundai,i20 active 1.2 s,17.19,1197.0,81.86
4533,2010,500000,120000,1,0,0,1,7.0,ford,endeavour 2.5l 4x2 mt,13.1,2499.0,141.0
4534,2015,600000,40000,1,0,0,1,5.0,ford,ecosport 1.5 tdci titanium bsiv,22.77,1498.0,98.59
4535,2016,750000,70000,1,0,0,1,7.0,mahindra,scorpio 1.99 s4,15.4,1997.0,120.0
4536,2017,2950000,39000,1,1,1,1,5.0,bmw,3 series 320d gt luxury line,19.59,1995.0,187.74
4537,2019,5200000,10000,1,1,1,1,5.0,bmw,5 series 520d luxury line,18.12,1995.0,190.0
4538,2019,695000,36800,1,1,0,1,5.0,volkswagen,polo 1.5 tdi comfortline,20.14,1498.0,88.0
4539,2018,690000,52200,1,1,0,1,5.0,maruti,swift dzire vdi optional,26.59,1248.0,74.0
4540,2016,409999,78000,1,1,0,1,5.0,hyundai,grand i10 1.2 crdi magna,24.0,1186.0,73.97
4541,2020,1650000,16000,1,1,0,1,5.0,tata,harrier xz plus,17.0,1956.0,167.67
4542,2016,2375000,30000,1,1,1,1,5.0,audi,q3 2.0 tdi quattro premium plus,15.73,1968.0,174.33
4543,2017,525000,29000,1,1,0,2,5.0,hyundai,grand i10 1.2 crdi sportz,24.0,1186.0,73.97
4544,2019,2150000,25000,1,1,0,1,5.0,jeep,compass 2.0 limited plus 4x4,16.3,1956.0,170.63
4545,2013,540000,60000,1,0,0,2,7.0,mahindra,xuv500 w8 2wd,15.1,2179.0,140.0
4546,2017,2750000,60000,1,1,1,2,7.0,toyota,fortuner 4x4 at,12.55,2982.0,168.5
4547,2016,1000000,112000,1,1,0,2,7.0,mahindra,scorpio 1.99 s10 4wd,15.4,1997.0,120.0
4548,2018,2900000,15000,1,1,1,1,5.0,audi,a4 35 tdi premium plus,18.25,1968.0,187.74
4549,2017,725000,40000,1,1,0,1,7.0,mahindra,tuv 300 mhawk100 t8,18.49,1493.0,100.0
4550,2018,975000,36000,1,1,0,1,5.0,maruti,ciaz alpha diesel,28.09,1248.0,88.5
4551,2016,355000,60000,0,1,0,1,5.0,maruti,wagon r vxi,21.79,998.0,67.05
4552,2008,400000,120000,0,0,0,1,5.0,honda,cr-v 2.4l 4wd mt,11.1,2354.0,158.8
4553,2015,265000,48000,0,1,0,1,5.0,maruti,alto 800 vxi bsiv,24.7,796.0,47.3
4554,2018,650000,40000,1,1,0,1,5.0,volkswagen,polo 2015-2019 1.5 tdi highline plus,20.14,1498.0,88.0
4555,2017,720000,60000,1,0,0,1,5.0,maruti,ciaz 1.3 alpha,28.09,1248.0,88.5
4556,2016,850000,25000,0,0,0,1,5.0,hyundai,verna 1.6 vtvt s,17.01,1591.0,121.3
4557,2015,290000,42000,0,0,0,1,5.0,maruti,alto k10 vxi,23.95,998.0,67.05
4558,2010,1200000,35000,0,0,1,2,5.0,mercedes-benz,e-class e 250 elegance,10.93,2497.0,204.0
4559,2016,600000,90000,1,0,1,2,7.0,mahindra,tuv 300 t8 amt,18.49,1493.0,100.0
4560,2011,300000,90000,1,0,0,2,5.0,maruti,ritz vdi,21.1,1248.0,73.9
4561,2012,225000,110000,1,0,0,2,5.0,renault,pulse rxl,23.08,1461.0,63.12
4562,2009,240000,70000,1,0,0,2,5.0,maruti,swift dzire vdi,19.3,1248.0,73.9
4563,2014,700000,80000,1,0,0,1,5.0,hyundai,verna 1.6 sx,22.32,1582.0,126.32
4564,2014,470000,70000,1,0,0,2,5.0,maruti,swift vdi bsiv,25.2,1248.0,74.0
4565,2016,800000,80000,1,0,0,1,5.0,hyundai,i20 active 1.4 sx dual tone,21.19,1396.0,88.73
4566,2012,450000,90000,1,0,0,1,5.0,renault,duster 110ps diesel rxz,19.01,1461.0,108.45
4567,2007,90000,90000,1,0,0,3,5.0,tata,indica v2 dle bsii,17.2,1396.0,53.5
4568,2010,450000,120000,1,0,0,2,5.0,toyota,corolla altis diesel d4dg,21.43,1364.0,87.2
4569,2017,1465000,62000,1,1,1,1,7.0,toyota,innova crysta 2.8 gx at bsiv,11.36,2755.0,171.5
4570,2016,925000,79000,1,1,0,1,5.0,hyundai,creta 1.6 crdi sx plus,19.67,1582.0,126.2
4571,2016,1385000,60000,1,1,0,2,7.0,toyota,innova crysta 2.4 gx mt bsiv,13.68,2393.0,147.8
4572,2015,2000000,20000,1,0,0,1,7.0,toyota,fortuner 4x4 mt,12.55,2982.0,168.5
4573,2004,80000,248200,1,0,0,2,5.0,tata,indigo ls,16.1,1405.0,70.0
4574,2007,300000,110000,1,0,0,2,7.0,mahindra,scorpio slx 2.6 turbo 8 str,10.5,2179.0,120.0
4575,2009,360000,100000,1,0,0,1,5.0,maruti,swift dzire vdi,19.3,1248.0,73.9
4576,2010,320000,70000,1,0,0,2,5.0,hyundai,verna transform crdi vgt sx abs,16.2,1493.0,110.0
4577,1994,99000,100000,1,0,0,2,5.0,ambassador,classic 2000 dsz ac ps,12.8,1995.0,52.0
4578,2016,780000,50000,1,0,0,2,7.0,maruti,ertiga shvs zdi,24.52,1248.0,88.5
4579,2013,620000,139000,1,0,0,1,7.0,maruti,ertiga vdi,20.77,1248.0,88.76
4580,2006,100000,120000,0,0,0,3,5.0,skoda,octavia rs 1.8 turbo petrol mt,13.1,1781.0,149.5
4581,2014,210000,35000,0,0,0,2,5.0,tata,indica vista safire glx,16.7,1172.0,64.1
4582,2015,375000,80000,1,0,0,1,7.0,mahindra,bolero 2011-2019 sle,15.96,2523.0,62.1
4583,2019,786000,7720,0,0,0,1,7.0,renault,triber rxz,20.0,999.0,71.0
4584,2014,1000000,50000,1,0,0,1,7.0,mahindra,xuv500 w8 awd,15.1,2179.0,140.0
4585,2002,120000,60000,1,0,0,2,5.0,maruti,zen d,20.8,1527.0,58.0
4586,2016,750000,100000,1,0,0,1,5.0,mahindra,verito vibe 1.5 dci d6,20.8,1461.0,64.1
4587,2016,550000,57882,0,0,0,1,5.0,hyundai,i20 magna 1.2,18.6,1197.0,81.83
4588,2018,875000,142000,1,0,0,1,5.0,tata,safari storme lx,14.1,2179.0,147.94
4589,2018,890000,140000,1,0,0,3,5.0,tata,safari storme lx,14.1,2179.0,147.94
4590,2015,700000,35000,0,0,0,1,7.0,maruti,ertiga zxi,16.02,1373.0,93.7
4591,2015,550000,30000,1,0,0,1,7.0,mahindra,bolero 2011-2019 slx,15.96,2523.0,62.1
4592,2018,400000,10000,0,0,0,1,5.0,datsun,go t petrol,19.83,1198.0,67.0
4593,2015,290000,30000,0,0,0,2,5.0,maruti,celerio vxi,23.1,998.0,67.04
4594,2012,150000,90000,1,0,0,1,5.0,tata,indigo cs ls (tdi) bs iii,19.09,1396.0,69.0
4595,2015,300000,35000,0,0,0,2,7.0,maruti,eeco 7 seater standard bsiv,15.37,1196.0,73.0
4596,2008,221000,35008,0,1,0,1,5.0,maruti,wagon r lxi,21.79,998.0,67.05
4597,2017,270000,31100,0,1,0,1,5.0,datsun,redigo t,22.7,799.0,53.64
4598,2014,455000,42312,1,1,0,1,5.0,hyundai,xcent 1.1 crdi base,24.4,1120.0,71.0
4599,2011,300000,72000,0,1,0,1,5.0,toyota,etios g safety,17.6,1496.0,88.7
4600,2014,480000,54891,1,1,0,1,5.0,toyota,etios liva 1.4 gd,23.59,1364.0,67.04
4601,2018,1000000,30000,1,0,1,1,5.0,hyundai,verna crdi 1.6 at sx plus,22.0,1582.0,126.2
4602,2017,2600000,44000,1,1,1,1,5.0,bmw,3 series 320d luxury line plus,22.69,1995.0,190.0
4603,2017,1850000,18890,1,1,1,1,7.0,toyota,innova crysta 2.8 zx at bsiv,11.36,2755.0,171.5
4604,2019,500000,5000,0,0,0,1,5.0,hyundai,santro magna bsiv,20.3,1086.0,68.0
4605,2013,800000,117000,1,1,1,1,7.0,mahindra,ssangyong rexton rx7,11.18,2696.0,184.0
4606,2013,1000000,75010,1,1,1,1,5.0,renault,koleos 2.0 diesel,13.73,1995.0,148.0
4607,2013,250000,50000,1,0,0,1,5.0,tata,manza club class quadrajet90 ls,21.02,1248.0,88.8
4608,2012,245000,100000,1,1,0,1,5.0,renault,pulse rxz optional,23.08,1461.0,63.1
4609,2019,625000,4337,0,1,1,1,5.0,hyundai,grand i10 magna at,18.9,1197.0,82.0
4610,2018,560000,14495,0,1,0,1,5.0,volkswagen,polo 2015-2019 1.0 mpi trendline,18.78,999.0,75.0
4611,2018,680000,8576,0,1,0,1,5.0,honda,jazz 1.2 v i vtec,18.7,1199.0,88.7
4612,2019,700000,30000,1,0,0,1,5.0,maruti,swift dzire vdi,28.4,1248.0,74.02
4613,2013,220000,80000,1,0,0,1,5.0,tata,indigo ecs lx bsiv,23.03,1396.0,69.0
4614,2017,450000,70000,1,0,0,1,5.0,tata,indigo cs lx (tdi) bs-iii,19.09,1405.0,69.01
4615,2017,525000,19723,0,1,1,1,5.0,tata,tigor 1.2 revotron xza,20.3,1199.0,84.0
4616,2009,650000,242000,1,0,0,4,7.0,toyota,innova 2.5 gx 7 str,12.8,2494.0,102.0
